;	V3 text file written for MicroBrightField products.
              ( 1147.10  -233.39  -557.94     0.37)  ; 10
              ( 1146.40  -234.28  -559.69     0.96)  ; 11
              ( 1145.82  -235.00  -560.99     0.66)  ; 12
              ( 1146.42  -236.47  -561.71     0.37)  ; 13
              ( 1146.11  -237.48  -561.71     0.37)  ; 14
              ( 1145.64  -238.80  -561.67     1.47)  ; 15
              ( 1145.09  -239.78  -561.54     0.96)  ; 16
              ( 1144.07  -241.07  -561.21     0.52)  ; 17
              ( 1142.88  -242.04  -561.36     0.44)  ; 18
              ( 1142.28  -242.48  -561.25     0.88)  ; 19
              ( 1141.72  -243.05  -561.06     0.44)  ; 20
              ( 1141.35  -243.87  -561.40     0.37)  ; 21
              ( 1140.91  -244.68  -561.64     1.77)  ; 22
              ( 1140.38  -245.39  -562.08     2.06)  ; 23
              ( 1139.93  -246.07  -562.15     0.66)  ; 24
              ( 1139.17  -246.35  -561.81     0.22)  ; 25
              ( 1138.65  -246.96  -561.64     0.22)  ; 26
              ( 1137.98  -248.34  -561.70     0.52)  ; 27
              ( 1137.61  -248.77  -561.58     0.52)  ; 28
              ( 1136.76  -249.36  -561.24     0.37)  ; 29
              ( 1135.59  -249.98  -562.64     0.81)  ; 30
              ( 1135.52  -250.72  -562.71     0.59)  ; 31
              ( 1134.60  -252.29  -562.40     0.29)  ; 32
              ( 1134.01  -253.33  -562.26     1.69)  ; 33
              ( 1133.50  -253.83  -562.08     1.25)  ; 34
              ( 1132.82  -254.97  -561.90     0.44)  ; 35
              ( 1132.44  -256.29  -561.90     0.96)  ; 36
              ( 1131.81  -257.37  -561.74     0.37)  ; 37
              ( 1131.50  -258.17  -561.70     0.59)  ; 38
              ( 1131.41  -259.68  -561.89     0.37)  ; 39
              ( 1131.15  -260.22  -561.83     0.52)  ; 40
              ( 1130.41  -261.00  -561.56     0.81)  ; 41
              ( 1129.88  -261.41  -561.36     0.37)  ; 42
              ( 1129.15  -262.30  -561.13     0.52)  ; 43
              ( 1128.39  -263.07  -560.91     0.96)  ; 44
              ( 1128.24  -263.91  -560.96     0.52)  ; 45
              ( 1127.46  -265.35  -561.66     1.33)  ; 46
              ( 1126.65  -266.26  -561.86     0.59)  ; 47
              ( 1126.09  -267.05  -561.90     0.37)  ; 48
              ( 1125.73  -267.70  -561.81     0.29)  ; 49
              ( 1125.20  -268.31  -562.25     0.29)  ; 50
              ( 1124.95  -269.25  -562.26     0.29)  ; 51
               Normal
            |
              ( 1154.44  -222.46  -553.13     0.37)  ; 1, R-1-1-2-1-2-2
              ( 1154.07  -224.09  -553.17     0.37)  ; 2
              ( 1153.29  -225.14  -552.94     0.15)  ; 3
              ( 1152.90  -226.35  -552.92     0.15)  ; 4
              ( 1152.79  -227.61  -551.90     0.15)  ; 5
              ( 1153.03  -229.82  -552.35     0.15)  ; 6
              ( 1152.88  -230.76  -552.35     0.15)  ; 7
              ( 1152.44  -231.62  -552.25     0.15)  ; 8
              ( 1152.21  -233.30  -552.39     0.15)  ; 9
               Normal
            )  ;  End of split
          )  ;  End of split
        |
          ( 1165.76  -179.82  -560.46     0.59)  ; 1, R-1-1-2-2
          ( 1164.35  -180.87  -559.90     0.81)  ; 2
          ( 1163.64  -182.27  -559.75     0.52)  ; 3
          ( 1162.86  -183.31  -559.51     1.11)  ; 4
          ( 1162.17  -184.29  -559.51     1.33)  ; 5
          ( 1161.63  -185.46  -559.41     0.52)  ; 6
          ( 1161.33  -185.82  -559.04     0.52)  ; 7
          ( 1161.27  -186.86  -558.15     1.03)  ; 8
          ( 1160.98  -188.36  -557.00     0.66)  ; 9
          ( 1160.80  -189.74  -556.91     0.52)  ; 10
          ( 1160.89  -191.16  -555.80     0.44)  ; 11
          ( 1160.88  -192.41  -555.85     0.44)  ; 12
          ( 1160.44  -193.37  -555.78     1.47)  ; 13
          ( 1159.85  -194.19  -556.14     2.21)  ; 14
          ( 1159.63  -195.66  -556.72     0.59)  ; 15
          ( 1159.44  -196.42  -557.01     0.44)  ; 16
          ( 1158.90  -197.45  -557.29     0.66)  ; 17
          ( 1158.46  -198.32  -557.68     1.18)  ; 18
          ( 1157.90  -199.48  -557.64     1.18)  ; 19
          ( 1157.05  -200.92  -558.77     0.44)  ; 20
          ( 1156.87  -201.78  -559.08     0.44)  ; 21
          ( 1156.78  -202.77  -559.65     0.44)  ; 22
          ( 1156.66  -203.31  -560.01     0.44)  ; 23
          ( 1156.49  -204.00  -560.44     1.03)  ; 24
          ( 1155.72  -205.05  -561.23     1.69)  ; 25
          ( 1154.98  -206.03  -561.54     0.96)  ; 26
          ( 1153.91  -207.19  -562.25     0.52)  ; 27
          ( 1152.59  -208.91  -561.76     2.14)  ; 28
          ( 1151.84  -209.59  -561.49     1.77)  ; 29
          ( 1150.82  -210.81  -561.15     0.66)  ; 30
          ( 1150.12  -212.31  -561.01     1.03)  ; 31
          ( 1149.27  -213.01  -560.69     0.44)  ; 32
          ( 1148.73  -214.09  -560.58     0.44)  ; 33
          ( 1148.38  -214.84  -560.51     1.11)  ; 34
          ( 1147.91  -215.82  -560.69     0.74)  ; 35
          ( 1147.78  -217.18  -561.30     0.37)  ; 36
          ( 1147.48  -217.84  -561.58     0.37)  ; 37
          ( 1146.75  -218.08  -561.51     0.37)  ; 38
          ( 1145.40  -218.74  -561.67     0.96)  ; 39
          ( 1144.46  -218.92  -561.70     1.55)  ; 40
          ( 1143.55  -219.02  -562.13     1.25)  ; 41
          ( 1142.44  -219.83  -561.61     0.29)  ; 42
          ( 1141.76  -220.97  -561.44     0.81)  ; 43
          ( 1141.17  -221.79  -561.26     0.52)  ; 44
          ( 1140.78  -222.74  -561.34     0.29)  ; 45
          ( 1140.28  -223.65  -562.31     0.81)  ; 46
          ( 1140.44  -224.30  -563.04     0.96)  ; 47
          ( 1140.40  -225.47  -563.86     0.44)  ; 48
          ( 1139.63  -226.72  -563.66     1.47)  ; 49
          ( 1139.08  -227.49  -563.50     1.11)  ; 50
          ( 1138.57  -227.89  -563.30     0.52)  ; 51
          ( 1137.69  -228.54  -562.94     0.74)  ; 52
          ( 1137.29  -229.86  -562.94     0.44)  ; 53
          ( 1136.81  -231.29  -562.90     1.40)  ; 54
          ( 1136.57  -232.13  -562.84     1.03)  ; 55
          ( 1136.33  -233.28  -562.89     0.44)  ; 56
          ( 1136.17  -234.02  -562.91     0.44)  ; 57
          ( 1136.06  -235.01  -563.01     0.44)  ; 58
          ( 1135.71  -235.97  -562.97     0.29)  ; 59
          ( 1135.35  -236.61  -562.89     0.29)  ; 60
          ( 1134.66  -237.55  -562.68     1.18)  ; 61
          ( 1134.02  -238.33  -562.46     0.66)  ; 62
          ( 1133.22  -238.96  -562.15     0.29)  ; 63
          ( 1132.48  -239.74  -561.89     0.29)  ; 64
          ( 1132.06  -240.17  -561.95     0.29)  ; 65
          ( 1131.01  -241.33  -562.60     0.81)  ; 66
          ( 1131.11  -242.35  -562.94     0.44)  ; 67
          ( 1131.22  -243.94  -563.24     0.96)  ; 68
          ( 1130.60  -245.33  -563.13     0.29)  ; 69
          ( 1130.38  -245.92  -563.10     0.29)  ; 70
          ( 1129.69  -247.08  -563.67     1.11)  ; 71
          ( 1129.44  -248.13  -563.70     0.22)  ; 72
          ( 1129.10  -249.40  -563.71     1.25)  ; 73
          ( 1129.29  -250.47  -563.97     0.44)  ; 74
          ( 1129.58  -251.63  -564.30     0.29)  ; 75
          ( 1129.91  -252.26  -564.69     0.29)  ; 76
          ( 1129.73  -252.75  -565.01     0.22)  ; 77
          ( 1129.57  -253.70  -565.08     0.22)  ; 78
          ( 1128.89  -254.73  -564.89     0.22)  ; 79
          ( 1128.83  -255.66  -564.99     1.18)  ; 80
          ( 1129.32  -256.81  -565.41     1.33)  ; 81
          ( 1129.96  -257.82  -566.50     0.52)  ; 82
          ( 1130.34  -258.98  -566.88     0.37)  ; 83
          ( 1130.52  -259.84  -567.09     0.37)  ; 84
          ( 1130.38  -260.75  -567.96     0.96)  ; 85
          ( 1130.40  -261.42  -568.49     1.11)  ; 86
          ( 1130.92  -262.51  -568.91     0.44)  ; 87
          ( 1131.13  -262.98  -569.44     0.74)  ; 88
          ( 1131.53  -263.35  -569.69     0.74)  ; 89
          ( 1132.04  -264.44  -570.19     0.29)  ; 90
          ( 1131.83  -265.02  -570.16     0.66)  ; 91
          ( 1131.18  -265.87  -570.30     0.59)  ; 92
          ( 1130.35  -266.54  -570.79     0.29)  ; 93
          ( 1130.02  -267.66  -571.67     0.81)  ; 94
          ( 1129.91  -268.64  -572.30     0.81)  ; 95
          ( 1129.89  -270.16  -572.80     0.22)  ; 96
          ( 1129.75  -271.51  -572.92     0.22)  ; 97
          ( 1129.88  -272.34  -573.11     0.44)  ; 98
          ( 1129.48  -273.14  -573.03     0.29)  ; 99
          ( 1129.17  -273.94  -572.99     0.29)  ; 100
          ( 1129.21  -275.06  -573.19     0.29)  ; 101
          ( 1128.93  -275.73  -573.41     0.29)  ; 102
          ( 1128.95  -276.98  -572.11     0.96)  ; 103
          ( 1128.74  -277.76  -572.13     0.52)  ; 104
           Normal
        )  ;  End of split
      )  ;  End of split
    |
      ( 1201.45  -169.25  -562.83     1.18)  ; 1, R-1-2
      ( 1202.52  -169.57  -563.42     1.03)  ; 2
      ( 1204.03  -169.20  -564.00     1.03)  ; 3
      ( 1205.80  -168.59  -564.81     0.81)  ; 4
      ( 1207.06  -168.69  -565.47     0.81)  ; 5
      ( 1207.64  -169.62  -565.84     0.81)  ; 6
      ( 1208.33  -170.87  -564.75     1.18)  ; 7
      ( 1207.97  -171.53  -564.66     1.69)  ; 8
      ( 1206.84  -173.15  -564.46     1.99)  ; 9
      (
        ( 1206.01  -173.26  -567.39     1.18)  ; 1, R-1-2-1
        ( 1204.81  -174.16  -568.20     0.88)  ; 2
        ( 1204.01  -175.33  -568.24     0.59)  ; 3
        ( 1202.96  -176.72  -567.91     0.59)  ; 4
        ( 1202.08  -177.56  -567.59     0.88)  ; 5
        ( 1200.46  -177.86  -568.16     1.18)  ; 6
        ( 1198.53  -178.22  -568.39     0.88)  ; 7
        ( 1197.06  -178.15  -569.46     0.74)  ; 8
        ( 1195.75  -178.57  -570.35     1.25)  ; 9
        ( 1195.33  -179.12  -572.19     0.96)  ; 10
        ( 1194.87  -179.32  -573.88     1.55)  ; 11
        ( 1195.03  -180.54  -576.19     3.17)  ; 12
        (
          ( 1195.84  -179.98  -578.69     0.81)  ; 1, R-1-2-1-1
          ( 1197.00  -181.17  -579.46     0.81)  ; 2
          ( 1197.89  -182.49  -580.05     0.81)  ; 3
          ( 1197.21  -183.86  -581.74     1.03)  ; 4
          ( 1195.81  -184.45  -581.92     0.88)  ; 5
          ( 1194.05  -185.47  -581.72     0.74)  ; 6
          ( 1192.40  -185.99  -581.43     0.59)  ; 7
          ( 1190.60  -186.09  -582.36     1.11)  ; 8
          ( 1189.78  -186.58  -582.42     0.81)  ; 9
          ( 1188.47  -187.06  -584.75     1.33)  ; 10
          ( 1187.43  -186.56  -586.31     1.77)  ; 11
          ( 1186.36  -186.56  -587.06     1.77)  ; 12
          ( 1185.56  -186.72  -589.39     1.11)  ; 13
          ( 1185.92  -188.44  -589.84     0.66)  ; 14
          ( 1186.05  -189.04  -591.01     0.96)  ; 15
          ( 1186.39  -190.17  -592.58     1.40)  ; 16
          ( 1186.33  -191.29  -594.89     0.66)  ; 17
          ( 1186.76  -191.63  -596.45     1.18)  ; 18
          ( 1187.36  -192.63  -598.74     0.96)  ; 19
          ( 1187.63  -193.31  -599.65     0.59)  ; 20
          ( 1187.16  -193.27  -601.65     1.47)  ; 21
          ( 1187.75  -193.45  -599.33     0.74)  ; 22
          ( 1187.72  -194.69  -599.42     2.21)  ; 23
          ( 1187.79  -195.18  -601.30     2.36)  ; 24
          ( 1187.95  -196.23  -602.16     0.44)  ; 25
          ( 1187.08  -196.25  -604.70     1.55)  ; 26
          ( 1187.31  -196.95  -604.92     1.69)  ; 27
          ( 1187.19  -197.58  -606.92     0.74)  ; 28
          ( 1187.36  -198.03  -608.10     0.52)  ; 29
          ( 1187.99  -197.74  -610.08     0.81)  ; 30
          ( 1187.10  -198.14  -611.04     0.59)  ; 31
          ( 1186.73  -198.37  -610.89     1.18)  ; 32
          ( 1185.98  -199.10  -613.13     1.47)  ; 33
          ( 1185.88  -199.58  -614.09     0.81)  ; 34
          ( 1185.89  -200.10  -614.17     0.59)  ; 35
          ( 1186.13  -200.79  -614.34     1.25)  ; 36
          ( 1186.39  -202.22  -616.25     0.88)  ; 37
          ( 1185.83  -203.04  -616.49     0.29)  ; 38
          ( 1185.27  -203.61  -616.29     0.29)  ; 39
          ( 1184.78  -204.35  -616.84     0.29)  ; 40
          ( 1185.13  -204.92  -617.84     0.96)  ; 41
          ( 1185.58  -205.33  -618.14     2.21)  ; 42
          ( 1186.00  -206.55  -618.53     1.40)  ; 43
          ( 1185.87  -207.47  -621.17     0.44)  ; 44
          ( 1185.35  -208.48  -621.20     0.37)  ; 45
          ( 1184.72  -208.92  -621.70     0.37)  ; 46
          ( 1183.60  -209.56  -622.91     0.37)  ; 47
          ( 1183.31  -211.32  -624.05     1.92)  ; 48
          ( 1183.28  -211.18  -626.53     1.92)  ; 49
          ( 1184.15  -211.64  -627.31     0.66)  ; 50
          ( 1184.67  -211.96  -630.00     1.11)  ; 51
          ( 1184.01  -212.43  -634.15     0.52)  ; 52
          ( 1184.80  -214.28  -634.82     0.29)  ; 53
          ( 1184.53  -215.43  -635.00     0.29)  ; 54
          ( 1183.92  -215.86  -635.44     0.29)  ; 55
          ( 1183.48  -216.79  -637.79     1.11)  ; 56
          ( 1183.74  -217.52  -638.10     0.37)  ; 57
          ( 1183.76  -218.15  -638.20     1.03)  ; 58
          ( 1183.90  -218.85  -639.40     1.69)  ; 59
          ( 1183.85  -219.79  -639.45     0.88)  ; 60
          ( 1183.75  -220.78  -639.55     0.44)  ; 61
          ( 1183.78  -221.36  -640.46     1.03)  ; 62
          ( 1184.43  -221.93  -641.29     0.29)  ; 63
          ( 1184.68  -223.05  -642.54     0.59)  ; 64
          ( 1184.07  -223.93  -642.76     0.37)  ; 65
          ( 1183.28  -224.89  -644.34     1.33)  ; 66
          ( 1184.04  -225.61  -645.30     0.52)  ; 67
          ( 1184.65  -226.38  -645.73     0.88)  ; 68
          ( 1184.54  -227.15  -645.79     1.03)  ; 69
          ( 1184.14  -228.03  -646.06     0.37)  ; 70
          ( 1183.67  -228.65  -646.86     0.37)  ; 71
          ( 1184.05  -229.31  -648.31     0.29)  ; 72
          ( 1184.51  -229.88  -648.76     0.29)  ; 73
          ( 1183.92  -230.56  -651.01     0.96)  ; 74
          ( 1184.12  -231.72  -651.29     0.74)  ; 75
          ( 1184.55  -233.03  -651.70     0.37)  ; 76
          ( 1184.01  -233.34  -654.39     0.59)  ; 77
          ( 1184.21  -234.24  -655.24     1.11)  ; 78
          ( 1183.98  -234.49  -657.81     1.40)  ; 79
          ( 1184.61  -234.79  -658.17     0.44)  ; 80
          ( 1184.53  -235.20  -659.82     1.18)  ; 81
          ( 1184.46  -235.85  -661.65     0.96)  ; 82
          ( 1184.64  -237.02  -661.92     0.59)  ; 83
          ( 1184.80  -236.85  -664.01     0.44)  ; 84
          ( 1185.10  -236.71  -665.71     0.59)  ; 85
          ( 1185.05  -237.70  -667.19     1.03)  ; 86
          ( 1183.99  -238.15  -668.75     0.59)  ; 87
           Normal
        |
          ( 1194.55  -183.17  -573.69     0.59)  ; 1, R-1-2-1-2
          ( 1194.53  -184.29  -573.56     0.59)  ; 2
          ( 1194.87  -185.68  -572.72     0.88)  ; 3
          ( 1194.69  -187.29  -571.31     1.11)  ; 4
          ( 1193.79  -188.38  -570.75     0.52)  ; 5
          ( 1193.08  -190.15  -570.51     0.52)  ; 6
          ( 1192.62  -191.49  -570.41     0.66)  ; 7
          ( 1192.06  -193.03  -570.35     0.66)  ; 8
          ( 1191.56  -194.03  -570.59     0.52)  ; 9
          ( 1190.27  -195.15  -571.66     0.81)  ; 10
          ( 1189.02  -196.38  -571.35     1.11)  ; 11
          ( 1187.88  -197.74  -569.67     0.66)  ; 12
          ( 1186.12  -198.27  -573.14     0.74)  ; 13
          ( 1185.56  -199.15  -574.81     1.62)  ; 14
          ( 1185.02  -199.88  -575.54     1.11)  ; 15
          ( 1184.53  -201.11  -575.46     0.44)  ; 16
          ( 1183.93  -201.97  -575.49     1.40)  ; 17
          ( 1183.38  -203.10  -575.79     1.62)  ; 18
          ( 1182.83  -204.10  -575.86     0.52)  ; 19
          ( 1182.35  -204.78  -577.55     0.44)  ; 20
          ( 1182.80  -205.81  -578.61     1.25)  ; 21
          ( 1182.98  -206.98  -578.89     1.40)  ; 22
          ( 1183.44  -208.79  -579.39     0.37)  ; 23
          ( 1183.45  -209.74  -579.81     0.81)  ; 24
          ( 1183.85  -211.31  -580.25     0.81)  ; 25
          ( 1184.04  -212.48  -580.53     0.37)  ; 26
          ( 1183.43  -213.64  -580.65     1.03)  ; 27
          ( 1182.62  -214.40  -580.63     1.03)  ; 28
          ( 1181.40  -215.02  -581.11     0.37)  ; 29
          ( 1180.70  -215.53  -580.83     1.11)  ; 30
          ( 1179.57  -216.21  -581.24     1.40)  ; 31
          ( 1178.87  -217.20  -581.97     0.59)  ; 32
          ( 1179.50  -218.49  -582.50     0.29)  ; 33
          ( 1180.09  -219.97  -583.15     0.88)  ; 34
          ( 1179.79  -220.66  -584.66     0.52)  ; 35
          ( 1179.81  -221.41  -584.99     0.52)  ; 36
          ( 1179.24  -222.03  -585.20     1.11)  ; 37
          ( 1178.37  -223.19  -584.92     2.21)  ; 38
          ( 1176.99  -223.79  -586.09     0.88)  ; 39
          ( 1176.36  -224.57  -585.88     0.44)  ; 40
          ( 1176.25  -225.76  -586.00     0.74)  ; 41
          ( 1176.44  -226.83  -586.26     0.81)  ; 42
          ( 1176.49  -227.95  -586.45     0.44)  ; 43
          ( 1176.09  -228.87  -586.39     1.25)  ; 44
          ( 1175.61  -229.99  -586.31     1.62)  ; 45
          ( 1174.75  -230.64  -586.10     0.59)  ; 46
          ( 1173.73  -231.45  -585.70     0.37)  ; 47
          ( 1173.22  -232.07  -585.53     0.52)  ; 48
          ( 1172.67  -233.24  -585.50     0.44)  ; 49
          ( 1172.13  -234.42  -585.94     0.88)  ; 50
          ( 1171.74  -235.82  -586.03     0.52)  ; 51
          ( 1171.62  -236.71  -586.64     0.44)  ; 52
          ( 1171.08  -237.69  -586.51     0.66)  ; 53
          ( 1170.56  -239.27  -586.47     1.40)  ; 54
          ( 1169.70  -239.72  -587.05     0.59)  ; 55
          ( 1169.28  -240.04  -587.03     0.59)  ; 56
          ( 1168.51  -240.98  -586.78     1.33)  ; 57
          ( 1167.76  -241.47  -586.46     0.37)  ; 58
          ( 1167.36  -242.20  -586.50     0.22)  ; 59
          ( 1167.14  -242.89  -586.50     0.52)  ; 60
          ( 1167.05  -243.53  -586.81     0.52)  ; 61
          ( 1166.94  -244.26  -587.01     1.33)  ; 62
          ( 1166.81  -244.73  -588.10     1.84)  ; 63
          ( 1166.59  -245.40  -588.63     1.11)  ; 64
          (
            ( 1166.57  -246.89  -588.77     0.29)  ; 1, R-1-2-1-2-1
            ( 1166.28  -248.11  -588.81     0.29)  ; 2
            ( 1166.04  -249.36  -588.88     0.29)  ; 3
            ( 1165.45  -250.28  -588.71     0.29)  ; 4
            ( 1163.96  -251.65  -588.15     0.29)  ; 5
            ( 1163.47  -252.68  -588.06     1.11)  ; 6
            ( 1162.49  -253.32  -587.65     1.47)  ; 7
            ( 1161.80  -254.36  -587.46     0.52)  ; 8
            ( 1160.74  -255.32  -587.54     0.37)  ; 9
            ( 1160.59  -256.17  -587.59     0.29)  ; 10
            ( 1160.70  -256.83  -588.15     0.44)  ; 11
            ( 1161.05  -258.08  -588.65     0.29)  ; 12
            ( 1160.31  -258.82  -588.73     0.88)  ; 13
            ( 1159.78  -259.47  -589.30     0.52)  ; 14
            ( 1159.25  -260.34  -589.64     0.74)  ; 15
            ( 1158.57  -261.27  -589.42     0.22)  ; 16
            ( 1158.56  -262.35  -589.58     0.29)  ; 17
            ( 1158.32  -263.41  -589.61     0.29)  ; 18
            ( 1157.96  -263.95  -589.51     0.44)  ; 19
            ( 1157.43  -264.73  -589.84     1.47)  ; 20
            ( 1157.33  -265.47  -590.16     1.47)  ; 21
            ( 1157.01  -266.07  -590.10     0.59)  ; 22
            ( 1156.60  -266.61  -589.63     0.44)  ; 23
            ( 1155.28  -267.44  -589.08     1.25)  ; 24
            ( 1154.75  -268.02  -588.83     0.52)  ; 25
            ( 1154.58  -268.54  -587.72     0.52)  ; 26
            ( 1153.98  -268.63  -587.16     0.29)  ; 27
            ( 1153.32  -268.88  -586.86     0.29)  ; 28
            ( 1152.19  -269.60  -586.40     0.88)  ; 29
            ( 1151.57  -269.92  -586.13     0.44)  ; 30
            ( 1150.96  -270.43  -585.90     0.29)  ; 31
            ( 1149.86  -271.76  -585.53     0.29)  ; 32
            ( 1148.44  -272.40  -584.90     0.59)  ; 33
            ( 1147.45  -272.74  -584.45     0.44)  ; 34
            ( 1145.95  -274.00  -583.88     0.22)  ; 35
            ( 1145.01  -274.91  -583.53     0.22)  ; 36
            ( 1144.47  -275.67  -583.36     0.22)  ; 37
            ( 1144.05  -277.25  -583.39     0.22)  ; 38
             Normal
          |
            ( 1167.32  -246.11  -589.17     0.37)  ; 1, R-1-2-1-2-2
            ( 1167.79  -246.84  -589.53     0.37)  ; 2
            ( 1167.87  -247.48  -589.94     0.96)  ; 3
            ( 1167.67  -248.36  -589.96     0.96)  ; 4
            ( 1166.22  -249.23  -590.71     0.37)  ; 5
            ( 1165.72  -249.78  -590.67     0.37)  ; 6
            ( 1165.77  -250.70  -590.84     1.03)  ; 7
            ( 1165.56  -251.73  -591.09     0.96)  ; 8
            ( 1165.56  -252.59  -592.24     0.37)  ; 9
            ( 1166.14  -253.77  -592.85     0.29)  ; 10
            ( 1165.81  -254.22  -593.15     0.29)  ; 11
            ( 1164.97  -255.08  -594.28     0.81)  ; 12
            ( 1164.57  -255.97  -595.29     0.81)  ; 13
            ( 1164.73  -256.93  -595.59     0.44)  ; 14
            ( 1164.81  -257.80  -595.75     0.59)  ; 15
            ( 1164.36  -258.28  -596.27     0.29)  ; 16
            ( 1163.27  -258.73  -596.80     0.74)  ; 17
            ( 1163.02  -259.27  -597.24     0.52)  ; 18
            ( 1162.94  -260.78  -597.42     1.11)  ; 19
            ( 1163.05  -262.05  -598.00     0.37)  ; 20
            ( 1162.45  -262.84  -598.16     0.37)  ; 21
            ( 1161.47  -263.67  -598.13     0.37)  ; 22
            ( 1161.31  -264.60  -598.19     0.74)  ; 23
            ( 1160.50  -265.80  -597.94     1.03)  ; 24
            ( 1160.03  -266.79  -598.13     0.66)  ; 25
            ( 1159.63  -267.82  -598.08     0.29)  ; 26
            ( 1159.81  -268.57  -598.28     0.22)  ; 27
            ( 1159.97  -268.82  -598.88     0.22)  ; 28
            ( 1159.85  -268.99  -601.09     0.81)  ; 29
            ( 1159.69  -269.77  -601.31     1.11)  ; 30
            ( 1159.57  -270.76  -601.41     0.37)  ; 31
            ( 1159.31  -271.29  -601.35     0.37)  ; 32
            ( 1158.44  -271.86  -602.15     0.52)  ; 33
            ( 1158.04  -272.23  -602.28     0.37)  ; 34
            ( 1157.04  -272.88  -602.40     0.74)  ; 35
            ( 1157.17  -274.01  -602.70     0.44)  ; 36
            ( 1157.56  -275.36  -603.10     0.29)  ; 37
            ( 1157.61  -276.05  -603.50     0.29)  ; 38
            ( 1157.60  -276.89  -603.96     1.03)  ; 39
            ( 1156.34  -277.38  -605.10     0.66)  ; 40
            ( 1155.77  -277.80  -605.75     0.44)  ; 41
            ( 1155.74  -279.14  -605.94     1.03)  ; 42
            ( 1155.86  -279.79  -606.23     0.66)  ; 43
            ( 1156.32  -280.69  -607.00     0.44)  ; 44
            ( 1156.65  -281.80  -607.34     0.44)  ; 45
            ( 1155.93  -282.20  -609.20     1.03)  ; 46
            ( 1155.77  -283.68  -609.61     0.52)  ; 47
            ( 1155.61  -284.95  -611.01     1.18)  ; 48
            ( 1156.33  -286.82  -612.83     0.29)  ; 49
            ( 1156.45  -287.44  -612.97     0.29)  ; 50
            ( 1156.26  -287.88  -614.78     0.96)  ; 51
            ( 1156.60  -288.68  -615.54     1.11)  ; 52
            ( 1157.41  -289.75  -616.11     0.37)  ; 53
            ( 1156.76  -290.63  -615.91     0.29)  ; 54
            ( 1155.98  -291.01  -616.39     0.59)  ; 55
            ( 1154.42  -291.40  -617.69     0.52)  ; 56
            ( 1155.14  -292.20  -618.31     0.29)  ; 57
            ( 1155.55  -292.88  -618.63     0.29)  ; 58
            ( 1155.80  -293.18  -620.76     0.59)  ; 59
            ( 1155.98  -293.31  -621.83     0.66)  ; 60
            ( 1156.04  -293.98  -622.03     0.29)  ; 61
            ( 1155.77  -294.62  -621.99     0.22)  ; 62
            ( 1155.15  -296.01  -621.88     0.22)  ; 63
             Normal
          )  ;  End of split
        )  ;  End of split
      |
        ( 1205.56  -174.40  -563.94     0.66)  ; 1, R-1-2-2
        ( 1204.39  -175.58  -563.51     0.59)  ; 2
        ( 1203.45  -176.69  -563.26     0.74)  ; 3
        ( 1202.31  -178.58  -563.04     0.59)  ; 4
        ( 1201.23  -180.52  -562.78     1.11)  ; 5
        ( 1200.90  -182.00  -562.83     1.11)  ; 6
        ( 1200.36  -183.42  -561.95     0.59)  ; 7
        ( 1199.64  -183.93  -563.29     0.52)  ; 8
        ( 1198.88  -185.36  -563.45     1.11)  ; 9
        ( 1198.50  -187.17  -564.14     0.81)  ; 10
        ( 1197.87  -188.71  -564.25     0.81)  ; 11
        ( 1197.10  -190.19  -564.29     1.40)  ; 12
        ( 1196.20  -191.77  -564.40     1.11)  ; 13
        ( 1195.39  -193.59  -564.33     0.88)  ; 14
        ( 1194.71  -194.73  -564.15     1.18)  ; 15
        ( 1194.08  -196.80  -564.14     0.74)  ; 16
        ( 1193.17  -198.06  -563.86     0.74)  ; 17
        ( 1192.80  -199.72  -563.59     0.74)  ; 18
        ( 1191.97  -200.88  -563.20     1.25)  ; 19
        ( 1191.30  -202.30  -563.41     1.47)  ; 20
        ( 1190.57  -203.83  -564.56     1.11)  ; 21
        ( 1190.24  -204.94  -564.89     0.74)  ; 22
        ( 1189.75  -205.80  -564.91     1.77)  ; 23
        ( 1189.34  -206.86  -565.34     1.99)  ; 24
        (
          ( 1188.09  -207.07  -565.00     0.81)  ; 1, R-1-2-2-1
          ( 1187.25  -207.66  -566.21     0.52)  ; 2
          ( 1186.36  -208.78  -568.65     1.18)  ; 3
          ( 1186.04  -209.73  -570.13     0.81)  ; 4
          ( 1186.08  -210.87  -570.31     0.52)  ; 5
          ( 1185.64  -211.72  -571.78     1.11)  ; 6
          ( 1185.55  -213.12  -571.95     1.33)  ; 7
          ( 1185.12  -214.39  -571.91     0.66)  ; 8
          ( 1184.71  -215.40  -571.92     0.66)  ; 9
          ( 1184.87  -217.01  -572.59     0.52)  ; 10
          ( 1185.02  -218.46  -573.01     0.52)  ; 11
          ( 1184.75  -219.37  -572.95     0.52)  ; 12
          ( 1183.90  -220.29  -573.94     0.74)  ; 13
          ( 1183.56  -221.18  -574.58     0.52)  ; 14
          ( 1183.03  -222.43  -574.84     0.52)  ; 15
          ( 1182.25  -223.23  -574.90     1.11)  ; 16
          ( 1181.90  -224.08  -574.84     0.66)  ; 17
          ( 1181.39  -224.68  -574.67     0.44)  ; 18
          ( 1180.49  -225.13  -574.28     0.96)  ; 19
          ( 1180.10  -225.36  -574.19     0.37)  ; 20
          ( 1179.01  -225.92  -573.71     0.96)  ; 21
          ( 1178.18  -226.40  -573.30     0.22)  ; 22
